# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KRTAP21-3	KRTAP21-3	NM_001164435.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	6
KRTAP22-1	KRTAP22-1	NM_181620.2	protein_coding	0	0	2	19	2	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	10
KRTAP22-2	KRTAP22-2	NM_001164434.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
KRTAP23-1	KRTAP23-1	NM_181624.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
KRTAP24-1	KRTAP24-1	NM_001085455.3	protein_coding	0	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8
KRTAP25-1	KRTAP25-1	NM_001128598.1	protein_coding	0	1	1	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	1	4
KRTAP26-1	KRTAP26-1	NM_203405.2	protein_coding	0	1	2	12	1	1	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	7
KRTAP27-1	KRTAP27-1	NM_001077711.1	protein_coding	0	0	1	13	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	7
KRTAP6-1	KRTAP6-1	NM_181602.1	protein_coding	0	0	1	13	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	6
KRTAP6-2	KRTAP6-2	NM_181604.1	protein_coding	0	0	0	21	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	17
KRTAP6-3	KRTAP6-3	NM_181605.4	protein_coding	0	0	1	8	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	4
KRTAP7-1	KRTAP7-1	NM_181606.3	protein_coding	0	2	2	18	0	0	0	0	0	0	0	15	0	0	2	0	0	0	0	0	2	3
KRTAP8-1	KRTAP8-1	NM_175857.4	protein_coding	0	0	0	18	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7
LCA5L	LCA5L	NM_152505.3	protein_coding	0	1	3	66	0	0	0	0	0	0	0	4	0	41	3	0	0	0	0	0	1	21
LINC00111	LINC00111	NR_024367.1		0	0	0	57	0	0	0	0	0	0	0	21	0	20	0	0	0	0	0	0	0	16
LINC00112	LINC00112	NR_024028.2		0	0	0	41	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	19
LINC00113	LINC00113	NR_024357.2		0	0	0	24	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	3
LINC00114	LINC00114	NR_027065.2		0	1	0	51	0	0	0	0	0	0	0	4	0	42	0	2	0	0	1	0	0	4
LINC00114	LINC00114	NR_027066.2		0	1	0	47	0	0	0	0	0	0	0	4	0	34	0	2	0	0	1	0	0	8
LINC00158	LINC00158	NR_024027.2		0	0	0	41	0	0	0	0	0	0	0	4	0	34	0	0	0	0	0	0	0	3
LINC00159	LINC00159	NR_038033.1		0	0	0	22	0	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	2
LINC00160	LINC00160	NR_024351.2		0	0	0	26	0	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	7
LINC00161	LINC00161	NR_026552.2		0	0	0	10	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0	0	2
LINC00161	LINC00161	NR_026553.2		0	0	0	10	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0	0	2
LINC00163	LINC00163	NR_033840.1		0	0	0	56	0	0	0	0	0	0	0	21	0	11	0	8	0	0	0	0	0	16
LINC00189	LINC00189	NR_027072.2		0	0	0	76	0	0	0	0	0	0	0	0	0	62	0	2	0	0	0	0	0	12
LINC00205	LINC00205	NR_026943.1		0	0	0	31	0	0	0	0	0	0	0	11	0	2	0	11	0	0	0	0	0	7
LINC00307	LINC00307	NR_038855.1		0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
LINC00308	LINC00308	NR_038400.1		0	0	0	18	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0
LINC00310	LINC00310	NR_027266.1		0	0	0	23	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0	0	3
LINC00310	LINC00310	NR_027267.1		0	0	0	12	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	3
LINC00313	LINC00313	NR_026863.1		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LINC00314	LINC00314	NR_027246.1		0	0	0	22	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	6
LINC00316	LINC00316	NR_103811.1		0	0	0	21	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	15
LINC00317	LINC00317	NR_038872.1		0	0	0	38	0	0	0	0	0	0	0	8	0	15	0	2	0	0	0	0	0	13
LINC00320	LINC00320	NR_024090.2		0	0	0	152	0	0	0	0	0	0	0	8	0	139	0	3	0	0	0	0	0	2
LINC00320	LINC00320	NR_109786.1		0	0	0	152	0	0	0	0	0	0	0	8	0	139	0	3	0	0	0	0	0	2
LINC00320	LINC00320	NR_109787.1		0	0	0	152	0	0	0	0	0	0	0	8	0	139	0	3	0	0	0	0	0	2
LINC00320	LINC00320	NR_109788.1		0	0	0	152	0	0	0	0	0	0	0	8	0	139	0	3	0	0	0	0	0	2
LINC00322	LINC00322	NR_103713.2		0	0	0	50	0	0	0	0	0	0	0	9	0	23	0	1	0	0	0	0	0	17
LINC00323	LINC00323	NR_024100.1		0	0	0	52	0	0	0	0	0	0	0	8	0	17	0	3	0	0	0	0	0	24
LINC00334	LINC00334	NR_135279.1		0	0	0	52	0	0	0	0	0	0	0	10	0	38	0	2	0	0	0	0	0	2
LINC00479	LINC00479	NR_027272.1		0	0	0	57	0	0	0	0	0	0	0	22	0	14	0	5	0	0	0	0	0	16
LINC00515	LINC00515	NR_024092.2		0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	6
LINC00649	LINC00649	NR_038883.2		0	0	0	93	0	0	0	0	0	0	0	11	0	80	0	2	0	0	0	0	0	0
LINC00649	LINC00649	NR_134558.1		0	0	0	93	0	0	0	0	0	0	0	11	0	81	0	1	0	0	0	0	0	0
LINC00649	LINC00649	NR_134559.1		0	0	0	24	0	0	0	0	0	0	0	13	0	10	0	1	0	0	0	0	0	0
LINC00945	LINC00945	NR_104056.1		0	0	0	15	0	0	0	0	0	0	0	7	0	5	0	1	0	0	0	0	0	2
LINC01423	LINC01423	NR_110545.1		0	0	0	31	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	16
LINC01424	LINC01424	NR_109928.1		0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2
LINC01425	LINC01425	NR_109958.1		0	0	0	115	0	0	0	0	0	0	0	4	0	96	0	1	0	0	0	0	0	14
LINC01426	LINC01426	NR_038885.1		0	0	0	59	0	0	0	0	0	0	0	3	0	47	0	2	0	0	0	0	0	7
LINC01426	LINC01426	NR_038886.1		0	0	0	18	0	0	0	0	0	0	0	6	0	2	0	3	0	0	0	0	0	7
LINC01436	LINC01436	NR_110419.1		0	0	0	13	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	8
LINC01547	LINC01547	NR_027128.1		0	0	0	66	0	0	0	0	0	0	0	19	0	15	0	8	0	0	0	0	0	24
LINC01547	LINC01547	NR_027129.1		0	0	0	60	0	0	0	0	0	0	0	21	0	13	0	2	0	0	0	0	0	24
LINC01548	LINC01548	NR_024102.1		0	0	0	23	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	9
LINC01549	LINC01549	NR_037585.1		0	0	0	46	0	0	0	0	0	0	0	14	0	19	0	0	0	0	0	0	0	13
LINC01549	LINC01549	NR_037586.1		0	0	0	46	0	0	0	0	0	0	0	14	0	19	0	0	0	0	0	0	0	13
LINC01667	LINC01667	NR_038377.1		0	0	0	137	0	0	0	0	0	0	0	32	0	93	0	3	0	0	0	0	0	9
LINC01668	LINC01668	NR_135517.1		0	0	0	25	0	0	0	0	0	0	0	9	0	2	0	2	0	0	0	0	0	12
LINC01669	LINC01669.2	NR_136540.1.2		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
LINC01671	LINC01671	NR_131192.1		0	0	0	77	0	0	0	0	0	0	0	19	0	27	0	7	0	0	0	0	0	24
LINC01674	LINC01674	NR_110544.1		0	0	0	37	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	13
LINC01679	LINC01679	NR_131902.1		0	0	0	43	0	0	0	0	0	0	0	16	0	2	0	5	0	0	0	0	0	20
LINC01683	LINC01683	NR_146910.1		0	0	0	29	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	11
LINC01684	LINC01684	NR_135519.1		0	0	0	167	0	0	0	0	0	0	0	8	0	154	0	0	0	0	0	0	0	5
LINC01684	LINC01684	NR_135520.1		0	1	0	69	0	0	0	0	0	0	0	6	0	59	0	0	0	0	1	0	0	5
LINC01684	LINC01684	NR_135521.1		0	0	0	19	0	0	0	0	0	0	0	1	0	12	0	1	0	0	0	0	0	5
LINC01687	LINC01687	NR_109959.1		0	0	0	100	0	0	0	0	0	0	0	10	0	86	0	1	0	0	0	0	0	3
LINC01689	LINC01689	NR_109963.1		0	0	0	57	0	0	0	0	0	0	0	11	0	33	0	4	0	0	0	0	0	9
LINC01690	LINC01690	NR_135522.1		0	0	0	6	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1
LINC01692	LINC01692	NR_046198.3		0	0	0	203	0	0	0	0	0	0	0	3	0	191	0	1	0	0	0	0	0	8
LINC01694	LINC01694	NR_146912.1		0	0	0	28	0	0	0	0	0	0	0	6	0	4	0	7	0	0	0	0	0	11
LINC01695	LINC01695	NR_126012.1		0	0	0	296	0	0	0	0	0	0	0	17	0	266	0	10	0	0	0	0	0	3
LINC01697	LINC01697	NR_126010.1		0	0	0	203	0	0	0	0	0	0	0	22	0	176	0	2	0	0	0	0	0	3
LINC01697	LINC01697	NR_126011.1		0	0	0	19	0	0	0	0	0	0	0	10	0	7	0	1	0	0	0	0	0	1
LINC01700	LINC01700	NR_109962.1		0	0	0	30	0	0	0	0	0	0	0	10	0	0	0	5	0	0	0	0	0	15
LINC02246	LINC02246	NR_146322.1		0	0	0	116	0	0	0	0	0	0	0	6	0	99	0	6	0	0	0	0	0	5
LINC02573	LINC02573	NR_151724.1		0	0	0	19	0	0	0	0	0	0	0	9	0	3	0	1	0	0	0	0	0	6
LINC02575	LINC02575	NR_155204.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8
LIPI	LIPI	NM_001302998.2	protein_coding	0	1	2	168	3	0	0	0	0	0	0	17	0	144	2	0	0	0	0	0	1	4
LIPI	LIPI	NM_001302999.2	protein_coding	0	1	2	168	3	0	0	0	0	0	0	17	0	144	2	0	0	0	0	0	1	4
LIPI	LIPI	NM_001303000.2	protein_coding	0	1	2	168	3	0	0	0	0	0	0	17	0	144	2	0	0	0	0	0	1	4
LIPI	LIPI	NM_001303001.2	protein_coding	0	1	1	169	3	0	0	0	0	0	0	17	0	145	1	0	0	0	0	0	1	4
LIPI	LIPI	NM_198996.3	protein_coding	0	1	2	164	3	0	0	0	0	0	0	17	0	141	2	0	0	0	0	0	1	3
LOC100133286	LOC100133286	NR_040084.1		0	0	0	116	0	0	0	0	0	0	0	5	0	97	0	2	0	0	0	0	0	12
LOC100506403	LOC100506403	NR_073512.1		0	0	0	321	0	0	0	0	0	0	0	5	0	309	0	1	0	0	0	0	0	6
LOC100507412	LOC100507412.2	NR_038958.1.2		0	0	0	17	0	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0
LOC101928107	LOC101928107	NR_109961.1		0	0	0	24	0	0	0	0	0	0	0	5	0	9	0	2	0	0	0	0	0	8
LOC101928126	LOC101928126	NR_134561.1		0	0	0	29	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	14
LOC101928269	LOC101928269	NR_110418.1		0	1	0	140	0	0	0	0	0	0	0	10	0	124	0	3	0	0	1	0	0	4
LOC101928398	LOC101928398	NR_109926.1		0	0	0	32	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	13
LOC101928796	LOC101928796	NR_109931.1		0	0	0	27	0	0	0	0	0	0	0	13	0	4	0	1	0	0	0	0	0	9
LOC101930094	LOC101930094	NR_135518.1		0	0	0	10	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	4
LOC102723996	LOC102723996	NM_001363770.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC102723996	LOC102723996.2	NM_001363770.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC102724159	LOC102724159.2	NM_001368238.1.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC102724159	LOC102724159.2	NR_160695.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105369306	LOC105369306	NR_147887.1		0	0	0	19	0	0	0	0	0	0	0	8	0	2	0	2	0	0	0	0	0	7
LOC105372795	LOC105372795	NR_131189.1		0	0	0	14	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9
LOC105379511	LOC105379511	NR_135512.1		0	0	0	22	0	0	0	0	0	0	0	4	0	13	0	1	0	0	0	0	0	4
LOC105379514	LOC105379514	NR_135513.1		0	0	0	38	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0	0	0	13
LOC110091776	LOC110091776	NR_146644.1		0	0	0	94	0	0	0	0	0	0	0	20	0	50	0	6	0	0	0	0	0	18
LOC150051	LOC150051	NM_001321023.2	protein_coding	1	0	0	11	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	5
LOC388813	LOC388813	NM_001256579.2	protein_coding	0	1	0	82	2	0	0	0	0	0	0	7	0	65	0	0	0	0	0	0	1	8
LOC400867	LOC400867	NR_120405.1		0	0	0	175	0	0	0	0	0	0	0	20	0	135	0	12	0	0	0	0	0	8
LRRC3	LRRC3	NM_030891.6	protein_coding	0	0	0	29	10	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	9
LRRC3-DT	LRRC3-DT	NR_047476.1		0	0	0	27	0	0	0	0	0	0	0	12	0	7	0	1	0	0	0	0	0	7
LSS	LSS	NM_001001438.2	protein_coding	0	5	5	122	1	0	0	0	0	0	0	7	0	104	5	0	0	0	2	0	3	12
LSS	LSS	NM_001145436.2	protein_coding	0	5	5	120	5	0	0	0	0	0	0	7	0	100	5	0	0	0	2	0	3	10
LSS	LSS	NM_001145437.1.2	protein_coding	0	5	5	121	3	0	0	0	0	0	0	8	0	100	5	0	0	0	2	0	3	12
LSS	LSS	NM_002340.6	protein_coding	0	5	5	120	5	0	0	0	0	0	0	7	0	100	5	0	0	0	2	0	3	10
LTN1	LTN1	NM_001320766.2	protein_coding	2	4	4	66	0	0	0	0	0	0	0	3	2	55	4	0	0	0	1	0	3	9
LTN1	LTN1	NM_015565.3	protein_coding	2	4	4	66	0	0	0	0	0	0	0	3	2	55	4	0	0	0	1	0	3	9
MAP3K7CL	MAP3K7CL	NM_001286617.2	protein_coding	0	0	0	159	2	0	0	0	0	0	0	19	0	127	0	0	0	0	0	0	0	11
MAP3K7CL	MAP3K7CL	NM_001286618.2	protein_coding	0	0	0	159	2	0	0	0	0	0	0	19	0	127	0	0	0	0	0	0	0	11
MAP3K7CL	MAP3K7CL	NM_001286619.1	protein_coding	0	0	0	136	2	0	1	0	0	0	0	19	0	105	0	0	0	0	0	0	0	9
MAP3K7CL	MAP3K7CL	NM_001286620.2	protein_coding	0	0	0	84	2	0	0	0	0	0	0	19	0	60	0	0	0	0	0	0	0	3
MAP3K7CL	MAP3K7CL	NM_001286622.2	protein_coding	0	0	0	159	2	0	0	0	0	0	0	19	0	127	0	0	0	0	0	0	0	11
MAP3K7CL	MAP3K7CL	NM_001286624.2	protein_coding	0	0	0	77	2	0	0	0	0	0	0	19	0	50	0	0	0	0	0	0	0	6
MAP3K7CL	MAP3K7CL	NM_001286634.2	protein_coding	0	0	0	159	2	0	0	0	0	0	0	19	0	127	0	0	0	0	0	0	0	11
MAP3K7CL	MAP3K7CL	NM_001371369.1	protein_coding	0	0	0	159	2	0	0	0	0	0	0	19	0	127	0	0	0	0	0	0	0	11
MAP3K7CL	MAP3K7CL	NM_001371370.1	protein_coding	0	0	0	96	2	0	0	0	0	0	0	19	0	69	0	0	0	0	0	0	0	6
MAP3K7CL	MAP3K7CL	NM_001371371.1	protein_coding	0	0	0	84	2	0	0	0	0	0	0	19	0	60	0	0	0	0	0	0	0	3
MAP3K7CL	MAP3K7CL	NM_001371372.1	protein_coding	0	0	0	84	2	0	0	0	0	0	0	19	0	60	0	0	0	0	0	0	0	3
MAP3K7CL	MAP3K7CL	NM_001371373.1	protein_coding	0	0	0	84	2	0	0	0	0	0	0	19	0	60	0	0	0	0	0	0	0	3
MAP3K7CL	MAP3K7CL	NM_001371374.1	protein_coding	0	0	0	159	2	0	0	0	0	0	0	19	0	127	0	0	0	0	0	0	0	11
MAP3K7CL	MAP3K7CL	NM_001371376.1	protein_coding	0	0	0	96	2	0	0	0	0	0	0	19	0	69	0	0	0	0	0	0	0	6
MAP3K7CL	MAP3K7CL	NM_020152.4	protein_coding	0	0	0	159	2	0	0	0	0	0	0	19	0	127	0	0	0	0	0	0	0	11
MAP3K7CL	MAP3K7CL.2	NM_001286623.2	protein_coding	0	0	0	61	0	0	0	0	0	0	0	8	0	42	0	0	0	0	0	0	0	11
MCM3AP	MCM3AP	NM_003906.5	protein_coding	0	6	3	146	0	0	1	0	0	0	0	11	0	99	3	0	0	0	1	0	5	36
MCM3AP-AS1	MCM3AP-AS1	NR_002776.4		0	0	0	70	0	0	0	0	0	0	0	9	0	44	0	5	0	0	0	0	0	12
MCM3AP-AS1	MCM3AP-AS1	NR_110565.1		0	0	0	70	0	0	0	0	0	0	0	9	0	43	0	6	0	0	0	0	0	12
MCM3AP-AS1	MCM3AP-AS1	NR_110566.1		0	0	0	52	0	0	0	0	0	0	0	10	0	24	0	6	0	0	0	0	0	12
MCM3AP-AS1	MCM3AP-AS1	NR_110567.1		0	0	0	52	0	0	0	0	0	0	0	10	0	24	0	6	0	0	0	0	0	12
MIR10396A	MIR10396A.2	NR_162105.1.2		0	0	0	186	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0
MIR10396B	MIR10396B.2	NR_162111.1.2		0	0	0	186	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0
MIR125B2	MIR125B2	NR_029694.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR155	MIR155	NR_030784.1		0	0	0	15	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4
MIR155HG	MIR155HG	NR_001458.3		0	0	0	23	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	1
MIR3118-1	MIR3118-1	NR_036061.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR3156-3	MIR3156-3	NR_036164.1		0	0	0	30	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	13
MIR3197	MIR3197	NR_036167.1		0	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5
MIR3648-1	MIR3648-1.2	NR_037421.1.2		0	0	0	162	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0
MIR3648-2	MIR3648-2.2	NR_128711.1.2		0	0	0	162	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0
MIR4327	MIR4327	NR_036221.1		0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
MIR4759	MIR4759	NR_039916.1		0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10
MIR4760	MIR4760	NR_039917.1		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
MIR548X	MIR548X	NR_036166.1		0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6
MIR548XHG	MIR548XHG	NR_109925.1		0	0	0	325	0	0	0	0	0	0	0	4	0	318	0	1	0	0	0	0	0	2
MIR5692B	MIR5692B	NR_049889.1		0	0	0	32	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	27
MIR6070	MIR6070	NR_106718.1		0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3
MIR6130	MIR6130	NR_106746.1		0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
MIR6501	MIR6501	NR_106756.1		0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4
MIR6508	MIR6508	NR_106763.1		0	0	0	27	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	20
MIR6814	MIR6814	NR_106872.1		0	0	0	16	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6
MIR6815	MIR6815	NR_106873.1		0	0	0	31	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	9
MIR802	MIR802	NR_030414.1		0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3
MIR99A	MIR99A	NR_029514.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR99AHG	MIR99AHG	NR_027790.3		0	0	0	568	0	0	0	0	0	0	0	2	0	556	0	5	0	0	0	0	0	5
MIR99AHG	MIR99AHG	NR_027791.3		0	0	0	475	0	0	0	0	0	0	0	2	0	458	0	6	0	0	0	0	0	9
MIR99AHG	MIR99AHG	NR_111004.2		0	0	0	568	0	0	0	0	0	0	0	2	0	555	0	5	0	0	0	0	0	6
MIR99AHG	MIR99AHG	NR_111005.2		0	0	0	568	0	0	0	0	0	0	0	2	0	555	0	5	0	0	0	0	0	6
MIR99AHG	MIR99AHG	NR_136541.1		0	0	0	626	0	0	0	0	0	0	0	14	0	602	0	5	0	0	0	0	0	5
MIR99AHG	MIR99AHG	NR_136542.1		0	0	0	568	0	0	0	0	0	0	0	2	0	556	0	5	0	0	0	0	0	5
MIR99AHG	MIR99AHG	NR_136543.1		0	0	0	475	0	0	0	0	0	0	0	2	0	458	0	6	0	0	0	0	0	9
MIR99AHG	MIR99AHG	NR_136544.1		0	0	0	98	0	0	0	0	0	0	0	2	0	87	0	5	0	0	0	0	0	4
MIR99AHG	MIR99AHG	NR_136545.1		0	0	0	98	0	0	0	0	0	0	0	2	0	87	0	5	0	0	0	0	0	4
MIR99AHG	MIR99AHG	NR_136546.1		0	0	0	98	0	0	0	0	0	0	0	2	0	87	0	5	0	0	0	0	0	4
MIR99AHG	MIR99AHG	NR_136547.1		0	0	0	23	0	0	0	0	0	0	0	2	0	15	0	5	0	0	0	0	0	1
MIR99AHG	MIR99AHG	NR_136548.1		0	0	0	10	0	0	0	0	0	0	0	2	0	3	0	5	0	0	0	0	0	0
MIR99AHG	MIR99AHG	NR_136549.1		0	0	0	10	0	0	0	0	0	0	0	2	0	3	0	5	0	0	0	0	0	0
MIR99AHG	MIR99AHG	NR_136550.1		0	0	0	97	0	0	0	0	0	0	0	2	0	87	0	5	0	0	0	0	0	3
MIR99AHG	MIR99AHG	NR_136551.1		0	0	0	507	0	0	0	0	0	0	0	2	0	493	0	5	0	0	0	0	0	7
MIR99AHG	MIR99AHG	NR_136552.1		0	0	0	507	0	0	0	0	0	0	0	2	0	493	0	5	0	0	0	0	0	7
MIRLET7C	MIRLET7C	NR_029480.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIS18A	MIS18A	NM_018944.3	protein_coding	0	0	0	26	4	0	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	6
MORC3	MORC3	NM_001320445.1	protein_coding	0	5	0	84	2	0	2	0	0	0	0	3	0	76	0	0	0	0	2	0	3	3
MORC3	MORC3	NM_001320446.1	protein_coding	0	5	0	84	2	0	3	0	0	0	0	3	0	75	0	0	0	0	2	0	3	3
MORC3	MORC3	NM_015358.3	protein_coding	0	6	0	83	2	0	1	0	0	0	0	3	0	76	0	0	0	0	2	0	4	3
MRAP	MRAP	NM_001285394.2	protein_coding	0	0	0	29	1	0	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	0
MRAP	MRAP	NM_178817.4	protein_coding	0	0	0	29	1	0	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	0
MRAP	MRAP	NM_206898.1	protein_coding	0	0	0	31	0	0	0	0	0	0	0	5	0	26	0	0	0	0	0	0	0	0
MRPL39	MRPL39	NM_017446.4	protein_coding	0	4	1	89	0	0	0	0	0	0	0	7	0	72	1	0	0	0	1	0	3	11
MRPL39	MRPL39	NM_080794.4	protein_coding	0	4	1	89	0	0	0	0	0	0	0	7	0	72	1	0	0	0	1	0	3	11
MRPS6	MRPS6	NM_032476.4	protein_coding	0	0	1	114	2	0	0	0	0	0	0	5	0	105	1	0	0	0	0	0	0	2
MX1	MX1	NM_001144925.2	protein_coding	0	5	1	146	3	0	3	0	0	0	0	10	0	130	1	0	0	0	0	0	5	0
MX1	MX1	NM_001178046.2	protein_coding	0	5	1	145	3	0	0	0	0	0	0	10	0	122	1	0	0	0	0	0	5	10
MX1	MX1	NM_001282920.1	protein_coding	0	2	1	137	2	0	0	0	0	0	0	10	0	107	1	0	0	0	0	0	2	18
MX1	MX1	NM_002462.5	protein_coding	0	5	1	145	3	0	0	0	0	0	0	10	0	122	1	0	0	0	0	0	5	10
MX2	MX2	NM_002463.2	protein_coding	0	0	0	80	3	0	0	0	0	0	0	3	0	72	0	0	0	0	0	0	0	2
N6AMT1	N6AMT1	NM_013240.6	protein_coding	0	1	1	80	14	0	0	0	0	0	0	22	0	28	1	0	0	0	0	0	1	16
N6AMT1	N6AMT1	NM_182749.4	protein_coding	0	1	1	63	1	0	0	0	0	0	0	18	0	28	1	0	0	0	0	0	1	16
N6AMT1	N6AMT1	NR_047510.2		0	0	0	82	0	0	0	0	0	0	0	22	0	41	0	3	0	0	0	0	0	16
NCAM2	NCAM2	NM_001352591.2	protein_coding	0	0	1	992	2	0	0	0	0	0	0	7	0	975	1	0	0	0	0	0	0	8
NCAM2	NCAM2	NM_001352592.2	protein_coding	0	0	1	992	2	0	0	0	0	0	0	7	0	975	1	0	0	0	0	0	0	8
NCAM2	NCAM2	NM_001352593.2	protein_coding	0	0	1	917	3	0	0	0	0	0	0	3	0	903	1	0	0	0	0	0	0	8
NCAM2	NCAM2	NM_001352594.2	protein_coding	0	0	1	911	0	0	0	0	0	0	0	9	0	894	1	0	0	0	0	0	0	8
NCAM2	NCAM2	NM_001352595.2	protein_coding	0	0	1	992	2	0	0	0	0	0	0	7	0	975	1	0	0	0	0	0	0	8
